_link,_link_main,id,title,description
1676.tender.criteria.5,1676,157651,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1676.tender.criteria.6,1676,157652,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1676.tender.criteria.7,1676,157653,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1677.tender.criteria.0,1677,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1678.tender.criteria.0,1678,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1679.tender.criteria.0,1679,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1680.tender.criteria.0,1680,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1681.tender.criteria.0,1681,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1682.tender.criteria.0,1682,151898,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1682.tender.criteria.1,1682,151899,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1682.tender.criteria.2,1682,151900,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1682.tender.criteria.3,1682,151901,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1683.tender.criteria.0,1683,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1684.tender.criteria.0,1684,152788,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1684.tender.criteria.1,1684,152789,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1684.tender.criteria.2,1684,152790,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1684.tender.criteria.3,1684,152791,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1684.tender.criteria.4,1684,152792,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1685.tender.criteria.0,1685,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1686.tender.criteria.0,1686,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1687.tender.criteria.0,1687,200750,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
1687.tender.criteria.1,1687,200751,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1687.tender.criteria.2,1687,200752,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1687.tender.criteria.3,1687,200753,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1687.tender.criteria.4,1687,200754,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1687.tender.criteria.5,1687,200755,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1687.tender.criteria.6,1687,200756,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1687.tender.criteria.7,1687,200757,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y 2073/74.(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1688.tender.criteria.0,1688,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1689.tender.criteria.0,1689,165889,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1689.tender.criteria.1,1689,165890,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1689.tender.criteria.2,1689,165891,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1689.tender.criteria.3,1689,165892,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1689.tender.criteria.4,1689,165893,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1690.tender.criteria.0,1690,200850,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
1690.tender.criteria.1,1690,200851,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1690.tender.criteria.2,1690,200852,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1690.tender.criteria.3,1690,200853,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1690.tender.criteria.4,1690,200854,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1690.tender.criteria.5,1690,200855,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1690.tender.criteria.6,1690,200856,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1690.tender.criteria.7,1690,200857,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1691.tender.criteria.0,1691,246912,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
1691.tender.criteria.1,1691,246913,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1691.tender.criteria.2,1691,246914,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1691.tender.criteria.3,1691,246915,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1691.tender.criteria.4,1691,246916,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1691.tender.criteria.5,1691,246917,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1691.tender.criteria.6,1691,246918,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1691.tender.criteria.7,1691,246919,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1692.tender.criteria.0,1692,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1693.tender.criteria.0,1693,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1694.tender.criteria.0,1694,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1695.tender.criteria.0,1695,103193,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1695.tender.criteria.1,1695,103194,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1695.tender.criteria.2,1695,103195,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1696.tender.criteria.0,1696,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1697.tender.criteria.0,1697,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1698.tender.criteria.0,1698,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1699.tender.criteria.0,1699,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1700.tender.criteria.0,1700,84626,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1700.tender.criteria.1,1700,84627,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1700.tender.criteria.2,1700,84628,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1700.tender.criteria.3,1700,84629,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1700.tender.criteria.4,1700,84630,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1700.tender.criteria.5,1700,84638,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1700.tender.criteria.6,1700,84639,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1700.tender.criteria.7,1700,84640,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1700.tender.criteria.8,1700,84641,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1700.tender.criteria.9,1700,84642,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1701.tender.criteria.0,1701,174815,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1701.tender.criteria.1,1701,174816,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1701.tender.criteria.2,1701,174817,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1701.tender.criteria.3,1701,174818,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1701.tender.criteria.4,1701,174819,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1702.tender.criteria.0,1702,208224,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
1702.tender.criteria.1,1702,208225,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1702.tender.criteria.2,1702,208226,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1702.tender.criteria.3,1702,208227,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1702.tender.criteria.4,1702,208228,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1702.tender.criteria.5,1702,208229,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1702.tender.criteria.6,1702,208230,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1702.tender.criteria.7,1702,208231,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[2073/74]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1704.tender.criteria.0,1704,263125,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
1704.tender.criteria.1,1704,263126,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1704.tender.criteria.2,1704,263127,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1704.tender.criteria.3,1704,263128,Other Eligibility: Firm Registration Certificate / Company Registration Certificate,Firm Registration Certificate / / Company Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1704.tender.criteria.4,1704,263129,Other Eligibility: Business Registration Certificate (Licence),Business Registration Certificate (Licence) document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1704.tender.criteria.5,1704,263130,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement
1704.tender.criteria.6,1704,263131,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1704.tender.criteria.7,1704,263132,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y of FYI 2073/74.(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1705.tender.criteria.0,1705,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1706.tender.criteria.0,1706,91322,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
1706.tender.criteria.1,1706,91323,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1706.tender.criteria.2,1706,91324,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1706.tender.criteria.3,1706,91325,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1706.tender.criteria.4,1706,91326,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1706.tender.criteria.5,1706,91327,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1706.tender.criteria.6,1706,91328,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1706.tender.criteria.7,1706,91329,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1707.tender.criteria.0,1707,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1708.tender.criteria.0,1708,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1709.tender.criteria.0,1709,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1710.tender.criteria.0,1710,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1712.tender.criteria.0,1712,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1713.tender.criteria.0,1713,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1714.tender.criteria.0,1714,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1715.tender.criteria.0,1715,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1716.tender.criteria.0,1716,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1717.tender.criteria.0,1717,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1718.tender.criteria.0,1718,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1719.tender.criteria.0,1719,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1720.tender.criteria.0,1720,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1721.tender.criteria.0,1721,103817,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
1721.tender.criteria.1,1721,103818,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1721.tender.criteria.2,1721,103819,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1721.tender.criteria.3,1721,103820,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1721.tender.criteria.4,1721,103821,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1721.tender.criteria.5,1721,103822,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1721.tender.criteria.6,1721,103823,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1721.tender.criteria.7,1721,103824,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y F/Y2073/074.(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1722.tender.criteria.0,1722,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1723.tender.criteria.0,1723,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1724.tender.criteria.0,1724,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1725.tender.criteria.0,1725,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1726.tender.criteria.0,1726,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1727.tender.criteria.0,1727,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1728.tender.criteria.0,1728,247100,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
1728.tender.criteria.1,1728,247101,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1728.tender.criteria.2,1728,247102,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1728.tender.criteria.3,1728,247103,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1728.tender.criteria.4,1728,247104,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1728.tender.criteria.5,1728,247105,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
