_link,_link_main,id,title,description
32.tender.criteria.0,32,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
33.tender.criteria.0,33,140081,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
33.tender.criteria.1,33,140082,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
33.tender.criteria.2,33,140083,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
33.tender.criteria.3,33,140084,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
33.tender.criteria.4,33,140085,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
34.tender.criteria.0,34,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
35.tender.criteria.0,35,152068,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
35.tender.criteria.1,35,152069,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
35.tender.criteria.2,35,152070,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
35.tender.criteria.3,35,152071,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document valid for 2074/75 should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
35.tender.criteria.4,35,152072,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
35.tender.criteria.5,35,152073,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
35.tender.criteria.6,35,152074,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
35.tender.criteria.7,35,152075,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [2073/74].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
36.tender.criteria.0,36,88697,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
36.tender.criteria.1,36,88698,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
36.tender.criteria.2,36,88699,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
36.tender.criteria.3,36,88700,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
36.tender.criteria.4,36,88701,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
37.tender.criteria.0,37,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
39.tender.criteria.0,39,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
40.tender.criteria.0,40,91188,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
40.tender.criteria.1,40,91189,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
40.tender.criteria.2,40,91190,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
40.tender.criteria.3,40,91191,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
40.tender.criteria.4,40,91192,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
40.tender.criteria.5,40,91193,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
40.tender.criteria.6,40,91194,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
