contract_id,pe_name,contract_name,contract_amount,procurement_category,procurement_method,status
imoilam/ncb/work/01-078/079,"Ilam Municipality, Office of the Municipal Executive, Ilam, Koshi Province, Nepal","Ribs Sumbek Road Construction (Blacktop), Ilam Municipality-05 & 02",7901863.71,Works,NCB,Completed
imoilam/ncb/work/05-078/079,"Ilam Municipality, Office of the Municipal Executive, Ilam, Koshi Province, Nepal",Kiratchowk to Ruluk Road Improvement,1976958.11,Works,NCB,In-Progress
Nagarjun/NCB/W/20/2078-79,Nagarjun Municipality,Aadharbhut Swasthya Sewa Kendra Bhawan Ward No. 1,2891505.17,Works,NCB,In-Progress
BRM/NCB/WORKS/21/2078-079,Bandipur Rural Municipality,Construction of Bangaesimal Water Supply Project,5806276.12,Works,NCB,Completed
BRM/NCB/WORKS/SQ/19/2078-079,Bandipur Rural Municipality,Construction of First Floor of Bandipur Hospital.,1942733.28,Works,Sealed Quotation,Completed
28-172-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"Sewer Upgrade and Road Construction Works at Koteshwor Aishwarya Marga, KMC -32",9260724.5,Works,NCB,In-Progress
KM/NCB/BDG/078/079/25,"Kapilvastu Municipality, Office of Municipal Executive",Samudayik Bhawan Nirman Dharmapaniya Ward no.7,1567034.65,Works,NCB,In-Progress
21-107-078-079-NCBW-KMC,Kathmandu Metropolitan City Office,"SATTAL CONSTRUCTION WORK AT GAGANESHWOR PREMISES,KOTESHWOR MAHADEVSTHAN,KMC-32",13125878.6,Works,NCB,In-Progress
20-92-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD BLACKTOP WORKS AT NAGESWAR MARGA AND KHAIBA MARGA,KMC-06",18276710.56,Works,NCB,In-Progress
23-131-078-079-SQW-KMC,Kathmandu Metropolitan City Office,"Retaining Wall Construction and Protection Works at Pipali Bihar, KMC-7 (Re-Notice)",2797233.6,Works,Sealed Quotation,In-Progress
19-76-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"R.C.C ROAD CONSTRUCTION WORKS AT BIJAY MARG,KMC-13",4116961.35,Works,NCB,In-Progress
KM/NCB/RD/078/079/27,"Kapilvastu Municipality, Office of Municipal Executive",Baludyan tatha bajar saundirakaran wrad no1,2779762.99,Works,NCB,In-Progress
KM/NCB/LI/078/079-30,"Kapilvastu Municipality, Office of Municipal Executive",Construction of Lift Irrigation at KMNP-12 Piparahawa,11084631.65,Works,NCB,In-Progress
KM/NCB/DWT/078/079-31,"Kapilvastu Municipality, Office of Municipal Executive",Construction of Deep Tube well at KMNP-12 Bithuwa,4018094.0,Works,NCB,In-Progress
Nagarjun/NCB/W/21/2078-79,Nagarjun Municipality,Aadharbhut Swasthya Sewa Kendra Bhawan Ward No. 7,3894836.96,Works,NCB,In-Progress
21-111-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD UPGRADING WORKS AT SINAMANGAL LAND-POOLING AREA,KMC-32(RE-NOTICE)",30572100.0,Works,NCB,In-Progress
27-162-078-79-SQW-KMC,Kathmandu Metropolitan City Office,"SEWER UPGRADE AND ROAD CONSTRUCTION WORKS AT NAREPHANT RAJA MANDEV MARGA,OM NAMOH MARGA AND BHAGAWAN KRIPA MARGA,KMC-32(RE-NOTICE)",3539292.5,Works,Sealed Quotation,In-Progress
18-71-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"CONSTRUCTION OF ROAD AT JANA JAGRITI MARGA,KMC-16",16938433.8,Works,NCB,In-Progress
KM/NCB/RD/078/079-34,"Kapilvastu Municipality, Office of Municipal Executive",Hulaki sadak dekhi paschim dohani swasthya chauki samma ra kacharihawa gaun ko purwa jane bato ramnaresh paswan ko ghar samma pcc purba dohani chowk dekhi bagaiha jane bato samma sadak kalopatre,2741073.95,Works,NCB,In-Progress
KM/NCB/RD/078/079-35,"Kapilvastu Municipality, Office of Municipal Executive",Sadak nirman jamohara khanda jamohari derwa bishwanbharpur sano sadwa khanda chaubis hajar naryan gywaliko ghar jane bato,3533424.56,Works,NCB,In-Progress
13-44-078-079-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD MAINTENANCE AND UPGRADING WORKS AT MAALIKA MARG,KMC-14",4105336.3,Works,NCB,In-Progress
KM/NCB/BDG/078/079-42,"Kapilvastu Municipality, Office of Municipal Executive","Bansraj barai ko ghar dekhi unish darjiko ghar samma ,satram murao ko ghar dekhi makbulmiyako ghari samma,prahalad muroko ghar dekhi makbulmiyako ghar sammko sadak pcc dhalan ra ghirao pasiko ghar dek",1660491.84,Works,NCB,In-Progress
KM/NCB/BDG/078/079-43,"Kapilvastu Municipality, Office of Municipal Executive",Shree Ram Janki Adharbhut Vidhyalaya KMNP-02 Semarahawa,2327692.26,Works,NCB,In-Progress
19-77-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"CONSTRUCTION OF PARK AT BAKOT HILL,CHABAHIL,KMC-07",3612302.9,Works,NCB,In-Progress
19-75-078-079-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD MAINTENANCE AND UPGRADING WORKS AT JAGATSUNDAR MARG,KUSUMBIYALACHI,KMC-25",4706496.5,Works,NCB,In-Progress
14-55-077-78-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD CONSTRUCTION WORK AT JODAL ANNAPURNA CHOWK TO BANASTHALI ROAD,KMC-15",4495655.4,Works,NCB,In-Progress
KM/RD/077/078-53,"Kapilvastu Municipality, Office of Municipal Executive",Upgrading of Piparahawa Bithuwa Sauraha Road,41682495.1,Works,NCB,In-Progress
13-52-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"SEWER AND ROAD CONSTRUCTION WORK AT KUMARIGAL BIJAYA MARG,KMC-13",4101848.5,Works,NCB,In-Progress
KM/RD/077/078-54,"Kapilvastu Municipality, Office of Municipal Executive",Upgrading of Reshoin Shanti Bihar Tilaurakot Paschim Gate Aurahiya Road,27107906.11,Works,NCB,In-Progress
13-50-078-079-NCBW-KMC,Kathmandu Metropolitan City Office,"SEWER AND ROAD CONSTRUCTION WORKS AT NAAYAPACHO MARG,KMC-21",6043056.5,Works,NCB,In-Progress
15-60-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD UPGRADING WORK AT FULBARI DHUNGEDHARA,SANTI TOLE AND SAIRAM MARGA, KMC-32",6505555.8,Works,NCB,In-Progress
19-78-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD AND SEWERAGE CONSTRUCTION WORK AT GHATTEKULO CHOWK- DHAMALA DAIRY- PATHIBHARA MARG- CHANDAN MARG, KMC-29",11376851.85,Works,NCB,In-Progress
KM/GATE/077/078-84,"Kapilvastu Municipality, Office of Municipal Executive","CONSTRUCTION OF GATE AT JUNCTION OF JEETPUR TAULIHAWA ROAD AND GORUSINGHE TAULIHAWA ROAD (VIKCHU CHOWK), KAPILVASTU",8288056.55,Works,NCB,In-Progress
17-66-078-079-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD UPGRADING WORKS AT DALLU AWASH,KMC-15",12842004.5,Works,NCB,In-Progress
21-115-078-79-SQW-KMC,Kathmandu Metropolitan City Office,"SEWER AND BLOCK PAVING WORKS AT SHREE NAGAR TOLE,MHEPI MARG,KMC-16(RE-NOTICE)",2911971.16,Works,Sealed Quotation,In-Progress
21-110-078-79-SQW-KMC,Kathmandu Metropolitan City Office,RCC ROAD CONSTRUCTION AND BLOCK PAVING WORKS AT DORA CANAL MARGA KO SAKHA BATO KHARIBOT BANASTHALI AND UTTAR MARGA MHEPI AT KMC-16,2479217.0,Works,Sealed Quotation,In-Progress
15-62-078-079-NCBW-KMC,Kathmandu Metropolitan City Office,"SEWER AND ROAD MAINTENANCE WORK AT SAHAMATIMAGA,KMC-2",3886930.7,Works,NCB,In-Progress
21-109-078-79-SQW-KMC,Kathmandu Metropolitan City Office,"BLOCK PAVING WORKS AT NEPAL CHILDREN'S ORGANIZATION(BALMANDIR SCHOOL),KMC-1",1984335.0,Works,Sealed Quotation,In-Progress
19-74-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"R.C.C ROAD CONSTRUCTION WORKS AT KULESWOR MAHADEV TEMPLE TO NAYA POOL, KULESWOR, KMC-14",6324363.5,Works,NCB,In-Progress
27-164-078-79-SQW-KMC,Kathmandu Metropolitan City Office,ROAD CONSTRUCTION WORKS AT JANAHIT MARGA KMC-16 (RE-NOTICE),3660124.5,Works,Sealed Quotation,In-Progress
27-160-078-79SQW-KMC,Kathmandu Metropolitan City Office,MAINTENANCE AND UPGRADING OF PANCHA KUMARI COVERED HALL AT KMC-09 (RE-NOTICE),1529079.1,Works,Sealed Quotation,In-Progress
19-79-078-79-SQW-KMC,Kathmandu Metropolitan City Office,ROAD CONSTRUCTION WORKS AT PRAYAG MARG NEAR KHUMBILA HOTEL AT KMC-09 (RE-NOTICE),3698565.0,Works,Sealed Quotation,In-Progress
14-57-077-078-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD UPGRADING WORK AT KSITIZ MARG,MINBHAWAN MARG AND ANNAPURNA GALLI,KMC-31",8187221.2,Works,NCB,In-Progress
12-42-078-079-079-NCBG-KMC,Kathmandu Metropolitan City Office,"ROAD CONSTRUCTION WORK AT CHALCHA MARG BAHITI TO SANTI NAGAR, KMC-15",8046249.0,Works,NCB,In-Progress
21-113-078-79-SQW-KMC,Kathmandu Metropolitan City Office,"ROAD CONSTRUCTION WORK AT BAJRESWORI MARG, KMC-9 (RE-NOTICE)",3511970.0,Works,Sealed Quotation,In-Progress
15-59-078-079-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD MAINTENANCE AND UPGRADING WORKS AT NURSERY MARGA,KMC-2",3001023.0,Works,NCB,In-Progress
20-89-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"ROAD CONSTRUCTION WORKS AT SATYA,BASAHA,SAMMELAN AND HARIYALI BASTI MARG,KMC-16",6371013.6,Works,NCB,In-Progress
24-142-078-79-NCBG-KMC,Kathmandu Metropolitan City Office,SUPPLY AND DELIVERY OF PESTICIDES AT KMC,5259870.0,Goods,NCB,In-Progress
21-101-078-79-NCBG-KMC,Kathmandu Metropolitan City Office,SUPPLY AND DELIVERY OF ELECTRIC STOVES AT KMC,8536500.0,Goods,NCB,In-Progress
21-112-078-79-SQW-KMC,Kathmandu Metropolitan City Office,"BUIDING MAINTENANCE AND REPAIR WORK AT BUDDHANAGAR AADHARBHUT SCHOOL,KMC-10 (RE-NOTICE)",1494444.4,Works,Sealed Quotation,In-Progress
19-81-078-79-SQW-KMC,Kathmandu Metropolitan City Office,"RANIBARI PORPA AJIMA PARK CONSTRUCTION WORKS, KMC-03",1461979.5,Works,Sealed Quotation,In-Progress
27-163-078-79-SQW-KMC,Kathmandu Metropolitan City Office,ROAD MAINTENANCE AND UPGRADING WORKS AT CHANDRAMUKHI MARGA KMC-4 (RE-NOTICE),2660848.0,Works,Sealed Quotation,In-Progress
21-100-078-79-NCBG-KMC,Kathmandu Metropolitan City Office,SUPPLY AND DELIVERY OF PCR AND ANTIGEN TEST RELATED MATERIALS AT KMC,1469500.0,Goods,NCB,In-Progress
21-99-078-79-NCBG-KMC,Kathmandu Metropolitan City Office,SUPPLY AND DELIVERY OF DRINKING WATER AT KMC,1972500.0,Goods,NCB,In-Progress
20-91-078-79-SQG-KMC,Kathmandu Metropolitan City Office,SUPPLYING AND DELIVERY OF MISCELLANEOUS GOODS AT KMC,391209.0,Goods,Sealed Quotation,In-Progress
26-158-078-079-NCBG-KMC,Kathmandu Metropolitan City Office,SUPPLY AND DELIVERY OF MEDICINE AND MEDICAL GOODS AT KMC,11168040.0,Goods,NCB,In-Progress
25-154-078-79-SQG-KMC,Kathmandu Metropolitan City Office,SUPPLY AND DELIVERY OF LEAF SPRING AND OTHER MAINTENANCE WORKS FOR HEAVY VEHICLES AT KMC (RE-nOTICE),1758700.0,Goods,Sealed Quotation,In-Progress
23-118-078-79-SQW-KMC,Kathmandu Metropolitan City Office,CONSTRUCTION OF KAMPUKOT PATI AT KMC-24,1699527.5,Works,Sealed Quotation,In-Progress
23-126-078-79-SQW-KMC,Kathmandu Metropolitan City Office,RECONSTRUCTION OF MARU FALCHA AT KMC-19,2121232.4,Works,Sealed Quotation,In-Progress
20-94-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"RECONSTRUCTION OF DHALASIKWO BAHA,KWA PA DYO CHHEN,KMC-27",6341587.8,Works,NCB,In-Progress
20-95-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"RECONSTRUCTION OF CHA BAHA: (KARNAKETU MAHAVIHAR) DYO CHHEN,KMC-25",7077584.2,Works,NCB,In-Progress
24-144-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"RECONSTRUCTION OF RATNAKETU MAHAVIHAR, KWA PA DYO CHHEN, KMC-25",9143309.42,Works,NCB,In-Progress
18-70-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"SEWER CONSTRUCTION WORKS AT JODAL,KMC-15",13383420.0,Works,NCB,In-Progress
29-175-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,BLACKTOP PAVEMENT WORKS AT JANASAHAYOG MARGA AND EKTA MARGA AT KMC-31,15446544.6,Works,NCB,In-Progress
24-140-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,CONSTRUCTION OF FOOTPATH FROM GAUSALA TO OLD BANESHWOR AT KMC-9,19193549.68,Works,NCB,In-Progress
24-138-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,ROAD CONSTRUCTION WORKS AT VARIOUS PLACES OF KMC-26,18780328.5,Works,NCB,In-Progress
24-141-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,BALAJU BAISDHARA PARK DEVELOPMENT AND SWIMMING POOL RECONSTRUCTION WORKS,59779221.6,Works,NCB,In-Progress
30-193-078-79-SQW-KMC,Kathmandu Metropolitan City Office,"BRICK PAVING WORKS AT ALKA MARG,GAAI BACHHA CHOWK KMC-13 (RE-NOTICE)",3280846.5,Works,Sealed Quotation,In-Progress
24-149-078-79-NCBW-KMC,Kathmandu Metropolitan City Office,"REHABILITATION OF BALMANDIR BUILDING AT SIPHAL,KMC",7549561.0,Works,NCB,In-Progress
RDSPR/337011694/078/79/030,DRO Shivapur,"Black Top and Drain Works on Buddhabhumi Nagarpalika 10 Bich Gauri Chock To Maharajgang Nagarpalika 1 Road, Kapilvastu",5370587.82,Works,NCB,In-Progress
43/NCB/TM/W/2078-79,"Tokha Municipality, Office of the Municipal Executive","Shivapuri Khanepani Nirman, ward-02",3927264.45,Works,NCB,In-Progress
44/NCB/TM/W/2078-79,"Tokha Municipality, Office of the Municipal Executive","Chandesori Ma.Bi. Bhawan Nirman, ward-02",1973602.2,Works,NCB,In-Progress
29-174-078-79-SQG-KMC,Kathmandu Metropolitan City Office,SUPPLY AND DELIVERY OF DESKTOP COMPUTER AND PRINTER AT KMC,1051200.0,Goods,Sealed Quotation,In-Progress
45/NCB/TM/W/2078-79,"Tokha Municipality, Office of the Municipal Executive","Construction of Hall and Fininshing works at Tilingtar Ma.Bi. Block B, ward-07",7700686.65,Works,NCB,In-Progress
50/NCB/TM/W/2078-79,"Tokha Municipality, Office of the Municipal Executive",Villi-Panchetar-Iko-Bakhundol Road upgrade ward 02 & 03 (Phase 02),5888756.0,Works,NCB,Completed
53/NCB/TM/W/2078-79,"Tokha Municipality, Office of the Municipal Executive",Samudayak Bhawan Mahadevtarko istarunati tatha talla thap ward-11,2168850.9,Works,NCB,Completed
23-122-078-79-NCBG-KMC,Kathmandu Metropolitan City Office,SUPPLY AND DELIVERY OF DIFFERENT AUTOMOTIVE BATTERIES AT KMC,2736000.0,Goods,NCB,In-Progress
23-121-078-79-NCBG-KMC,Kathmandu Metropolitan City Office,SUPPLY AND DELIVERY OF MISCELLANEOUS GOODS FOR SANITATION WORKERS AT KMC,2585500.0,Goods,NCB,In-Progress
RRM/NCB/W/01/2078/079,"Rapti Rural Minicipality, Dang",Construction of ward no 4 office building,9982279.06,Works,NCB,In-Progress
RDSPR/33701169/079/80/006,DRO Shivapur,Roadway Improvement Works along Mayadevi Gaupalika Wada no. 3 Bichauwapur dekhi Dumariya–Rajawapur–Duwaripur-Baluhawa-Ganeshpur-Gaura Hudai Tulsidihawa Samma Sadak and Haribanshapur–Winiha–Sohasa Sada,7099081.57,Works,NCB,In-Progress
RDSPR/33701169/079/80/007,DRO Shivapur,Roadway Improvement Works along Krishnanagar Na.Pa. Wada No. 11 Finda Dekhi Bijayanagar Ga.Pa. Wada No. 4 Tripalnagar Samma Bato 10 km Road and Bijayanagar Gaupalika 6 dekhi Shivraj Nagarpalika Sadak,7666449.7,Works,NCB,In-Progress
NCB/SM/R/P/31/2078/079,Sandhikharka Municipality,Aluwakhola-Hatari-Sandhikhar Bazar-Chutrabeshi bazar-Kura Behore PallabariDubar-Gachhe-Phudbangbazar-Dhorpatan Road to Chutrabashi Jodne Trust bridge Right Site Aboutment Sadad marmat,7484724.22,Works,NCB,Completed
Nagarjun/NCB/W/22/2078-79,Nagarjun Municipality,Ward No. 3 Office Building Construction Works,19043988.07,Works,NCB,In-Progress
Nagarjun/NCB/W/23/2078-79,Nagarjun Municipality,Ichangunarayan Mandir Punarnirman Works,25045373.58,Works,NCB,In-Progress
LIDPO/Htd/NCB/Works/TB-01/079/80,"Local Infrastructure Development Project Office (LIDPO), Hetauda","Fabrication, supply, Transportation, Construction and Erection of various trail bridges",88326450.0,Works,NCB,Completed
BDP/CONSTRUCTION/WORKS/ROAD/1-1-079/80,"Bhadrapur Municipality, Jhapa",Construction of Road with drain at Gayetri Mandir to Garment chowk,12503189.26,Works,NCB,Completed
IDO/CHT/W/NCB/04/079-80,Infrastructure Development Office Chitwan,Construction/ Upgrading of roads under Package- 4 (Roads construction work at six different places of Khairahani Municipality),11641161.84,Works,NCB,In-Progress
IDO/CHT/W/NCB/09/079-80,Infrastructure Development Office Chitwan,Construction/ Upgrading of roads under Package- 9 (Roads construction work at four different places of Manahari Rural Municipality),4742841.45,Works,NCB,In-Progress
7/RDCNP/33701176/2078/079-44,"Road Division, Chandranigahpur","Road Improvement at ParsaGa.Pa. Border ward no. 5,6hudainBrahampuriGa.Pa. Ward no. 6,7MohanganjHudainChaulikhaBazzarhudainBishnuGa.Pa. ward no. 6 PhenharahudainKaudena Ga.pa. ward no. 2,1 SukchainaSun",141249607.21,Works,NCB,In-Progress
10/RDCNP/33701176/2078/79-57,"Road Division, Chandranigahpur","Road Improvement at Parsa Ga.Pa. Border ward no.5,6 hudain Brahampuri Ga.Pa. Ward no. 6,7 Mohanganj Hudain Chaulikha Bazzar hudain Bishnu Ga.Pa.ward no.6 Phenhara hudain Kaudena Ga.pa. ward no. 2,1 Su",16269660.9,Works,NCB,In-Progress
01/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Shanti tol-Lomas chowk-Adhyan school-Milan nagar parne chetra ma bato kalopatray, ward-10",2244470.8,Works,NCB,Completed
02/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Ring road-Pragati nagar-Singapur colony-Karya Binayak-Bich Binayak tol ma sadak Paaki, ward-10",6121174.2,Works,NCB,Completed
03/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Triyog-San-Dip Margh antargat Sadak Kalopatrey tatha Overlay, ward-06",3136088.5,Works,NCB,Completed
04/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Fluorescent school agadi bataa Baburam Koirala ko ghar samma Sadak Kalopatray, ward-11",2904947.5,Works,NCB,In-Progress
03/Works/NCB/MDM/079/80,Mandandeupur Municipality,Kolachaur Rampur Chandeni Sadak Nirman,24374169.4,Works,NCB,In-Progress
02/Works/NCB/MDM/079/080,Mandandeupur Municipality,Higuwapati Fedi Baikalpik Sadak Nirman,19395877.36,Works,NCB,In-Progress
BRM/NCB/WORKS/2079-080,Bandipur Rural Municipality,Upgrading of Bandipur-Khahare-Seratar Road,15521385.46,Works,NCB,In-Progress
BRM/NCB/WORKS/05/2079-080,Bandipur Rural Municipality,Upgrading of Bandipur-Bahunbhanjyang-Dharampani Road,14233954.78,Works,NCB,In-Progress
BRM/NCB/WORKS/04/2079-080,Bandipur Rural Municipality,Construction of Jestha Nagarik Diwa Sewa Kendra,3498755.64,Works,NCB,Completed
RRM/PAL/W/NCB-03/079-80,Rainadevi Chhahara Rural Municipality,Upgrading of Pelawas-Balgha-Arghakhanchi Road,7102822.97,Works,NCB,Completed
CRM/ARG/NCB/W/01/079/80,Chhatradev Rural Municipality,Nagarik Aarogya Kyendra Building Construction Works,5979364.43,Works,NCB,Completed
CRM/ARG/NCB/W/02/079/80,Chhatradev Rural Municipality,"Gairipipal-Dharampani-Garve Motorable Road Upgrading works, Chhatradev-4, Kerunga",5556432.87,Works,NCB,Completed
05/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Tokiyo bazar-Jagaran tol-Lomas chowk-Shantipath-Swetsadan jane bato pakki, ward-09",3437573.4,Works,NCB,Completed
06/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Baniyatar Pool dekhi Ganesthan samma sadak Kalopatray, ward-11",9806930.0,Works,NCB,Completed
07/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Greenland chowk warapara Kalopatray, ward-08",6226599.5,Works,NCB,In-Progress
08/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Labu dekhi Faidol hudai Bhalung samma ra Laghu hudai Malung Road Upgrade, ward-02 & 01",6182959.5,Works,NCB,Completed
13/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive",Ward-10 ka Bibhina Sadak haru Overlay,3528535.9,Works,NCB,In-Progress
09/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Malung dekhi Niure khola jane sadak kalopatray, ward-01",5824310.5,Works,NCB,In-Progress
14/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive",Construction of Lift on Tilingatar School Block B Ward-07,4292325.2,Works,NCB,In-Progress
17/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Bhuwaneswori Tole ra Sakriya Tole ma Sadak Kalopatray, ward-08",3253154.3,Works,NCB,Completed
18/NCB/TM/W/2079-080,"Tokha Municipality, Office of the Municipal Executive","Baluwapati-Dhaneswor -Dhamaltar-Bhatkepati Sadak Upgrade, ward-03",8959830.9,Works,NCB,In-Progress
NCB/SM/R/P/03/2079/080,Sandhikharka Municipality,Niraj Shrestha,14070033.33,Works,NCB,Completed
NCB/SM/R/P/04/2079/080,Sandhikharka Municipality,Shahidin Miya,13822137.56,Works,NCB,Completed
MRM/GOODS(Livestock)/NCB/01/2079-080,Marin Rural Municipality,????? ????? ??????? ???? ???? ??? ??????? ?????,6000000.0,Goods,NCB,In-Progress
01/BMA/W/UPG/2079/080,Bhumikasthan Municipality,Samnekhola Gerumata Siudeni Chhedapokhari Motorable Road Upgrading Works.,7154765.73,Works,NCB,Completed
02/BMA/W/UPG/2079/080,Bhumikasthan Municipality,Nachnechour Jhakrisala Motorable Road Upgrading Works.,6647587.69,Works,NCB,Completed
IDOKAILALI/W/NCB/079/080-07,"Infrastructure Development Office , Kailali",Upgrading of 6 Different Nos. of Road in Tikapur Municipality 01 and 02 Kailali,5843900.94,Works,NCB,In-Progress
IDOKAILALI/W/NCB/079/080-08,"Infrastructure Development Office , Kailali",Upgrading of 7 Different Nos. of Road in Tikapur Municipality 01 and 02 Kailali,8270986.64,Works,NCB,In-Progress
IDOKAILALI/W/NCB/079/080-13,"Infrastructure Development Office , Kailali",Construction & Upgrading of 6 Different Road of Godawari Municipality ward No 4 & 8 Kailali,9305321.28,Works,NCB,Completed
IDOKAILALI/W/NCB/079/080-14,"Infrastructure Development Office , Kailali",Construction & Upgrading of 6 Different Road of Godawari Municipality ward No 9 Kailali,9835393.93,Works,NCB,In-Progress
IDOKAILALI/W/NCB/079/080-16,"Infrastructure Development Office , Kailali","Construction & Upgrading of 5 Different Road of Dhangadhi Sub Metropolitan city ward no -5, Kailali",9863085.28,Works,NCB,In-Progress
CRM/ARG/NCB/W/03/079/80,Chhatradev Rural Municipality,Ratapokhara Khel Maidan Parapet Construction Works,7053611.34,Works,NCB,Completed
CRM/ARG/NCB/W/04/079/80,Chhatradev Rural Municipality,Chhatradev Janta Aawas Housing Construction Works,7264818.12,Works,NCB,Completed
IDOKAILALI/W/NCB/079/080-17,"Infrastructure Development Office , Kailali","Construction & Upgrading of 8 Different Road of Dhangadhi Sub Metropolitan City ward No 7,12,14,17&19 Kailali",14103643.87,Works,NCB,In-Progress
IDOKAILALI/W/NCB/079/080-15,"Infrastructure Development Office , Kailali",Construction & Upgrading of 9 Different Road of Dhangadhi Sub Metropolitan City ward No 1 Kailali,14488562.53,Works,NCB,In-Progress
IDOKAILALI/W/NCB/079/080-12,"Infrastructure Development Office , Kailali","Construction & Upgrading of 4 Different Road of Godawari Municipality ward No 5, 10 & 11 Kailali",8000000.0,Works,NCB,In-Progress
03/BMA/W/UPG/2079/080,Bhumikasthan Municipality,Milanchowk Kuchurepani Ward Office Thulakharka Choutara Motorable Road Upgrading Works.,6813835.11,Works,NCB,Completed
Nagarjun/NCB/W/10/2079-80,Nagarjun Municipality,Padma Samaj Bato Ward-5 Road Upgrading Works,4206175.55,Works,NCB,In-Progress
SPRM/NCB/WORKS/2079/080,She-Phokshundo Rural Municipality,WATER SUPPLY AND SANITATION CONSTRUCTION,4000000.0,Works,Force Account,Completed
Nagarjun/NCB/W/11/2079-80,Nagarjun Municipality,Sankata Bhairab tole Bato Starronnati,3038959.26,Works,NCB,In-Progress
Nagarjun/NCB/W/07/2079-80,Nagarjun Municipality,"Chhagdol Sallaghari, Shiva Thapa ko ghar jane bato and Tamang Basti Road Upgrading Works",5677458.02,Works,NCB,In-Progress
Nagarjun/NCB/W/09/2079-80,Nagarjun Municipality,Aadeshwor Bajrayogini and Gumba Marga Road Upgrading Works,3530431.58,Works,NCB,In-Progress
Nagarjun/NCB/W/08/2079-80,Nagarjun Municipality,Ward-1 Bhitri Bato and Ward-2 devnagar Road Upgrading Works,5408797.91,Works,NCB,In-Progress
Nagarjun/NCB/W/04/2079-80,Nagarjun Municipality,Lasunpure Road U[grading Works,13557125.78,Works,NCB,In-Progress
Nagarjun/NCB/W/02/2079-80,Nagarjun Municipality,Bhimsensthan Thaple Road Upgrading Works,20295178.8,Works,NCB,In-Progress
Nagarjun/NCB/W/01/2079-80,Nagarjun Municipality,Khadkagaun Kanpur Pakhure Road Upgrading Works,27447532.87,Works,NCB,In-Progress
LIDPO/Htd/NCB/Works/MB-03/079/80,"Local Infrastructure Development Project Office (LIDPO), Hetauda","Construction of Narayan Kunwar Khageri Nagar Amarbasti Ra Kesharbagh ko simana Jodne Sadak Pul, Bharatpur Mahanagarpalika-6 Chitwan amd Ghyang Khola Pul, Naya Pul Pawati,Dandakharka, Dolakha",72641856.59,Works,NCB,In-Progress
LIDPO/Htd/NCB/Works/TB-05/079/80,"Local Infrastructure Development Project Office (LIDPO), Hetauda","Fabrication, supply, Transportation, Construction and Erection of various suspension trail bridges through construction turnkey packages",92059970.0,Works,NCB,In-Progress
LIDPO/Htd/NCB/Works/TB-04/079/80,"Local Infrastructure Development Project Office (LIDPO), Hetauda","Fabrication, supply, Transportation, Construction and Erection of various suspension trail bridges through construction turnkey packages",73559610.0,Works,NCB,Completed
LIDPO/Htd/NCB/Works/MB-02/079/80,"Local Infrastructure Development Project Office (LIDPO), Hetauda","Construction of Dawadi chowk guruko ghol sadak pul, Bharatpur Mahanagarpalika-06, Chitwan",66168103.3,Works,NCB,In-Progress
